"TIME","GEO","UNIT","AGE","SEX","Value","Flag and Footnotes"
"2018","Montenegro","Percentage","Less than 16 years","Males",":",""
"2018","Montenegro","Percentage","Less than 16 years","Females",":",""
"2018","Montenegro","Percentage","From 16 to 24 years","Total",":",""
"2018","Montenegro","Percentage","From 16 to 24 years","Males",":",""
"2018","Montenegro","Percentage","From 16 to 24 years","Females",":",""
"2018","Montenegro","Percentage","From 25 to 54 years","Total",":",""
"2018","Montenegro","Percentage","From 25 to 54 years","Males",":",""
"2018","Montenegro","Percentage","From 25 to 54 years","Females",":",""
"2018","Montenegro","Percentage","55 years or over","Total",":",""
"2018","Montenegro","Percentage","55 years or over","Males",":",""
"2018","Montenegro","Percentage","55 years or over","Females",":",""
"2018","North Macedonia","Cumulative difference from 2008, in thousands","Total","Total","-118",""
"2018","North Macedonia","Cumulative difference from 2008, in thousands","Total","Males",":",""
"2018","North Macedonia","Cumulative difference from 2008, in thousands","Total","Females",":",""
"2018","North Macedonia","Cumulative difference from 2008, in thousands","Less than 16 years","Total",":",""
"2018","North Macedonia","Cumulative difference from 2008, in thousands","Less than 16 years","Males",":",""
"2018","North Macedonia","Cumulative difference from 2008, in thousands","Less than 16 years","Females",":",""
"2018","North Macedonia","Cumulative difference from 2008, in thousands","From 16 to 24 years","Total",":",""
"2018","North Macedonia","Cumulative difference from 2008, in thousands","From 16 to 24 years","Males",":",""
"2018","North Macedonia","Cumulative difference from 2008, in thousands","From 16 to 24 years","Females",":",""
"2018","North Macedonia","Cumulative difference from 2008, in thousands","From 25 to 54 years","Total",":",""
"2018","North Macedonia","Cumulative difference from 2008, in thousands","From 25 to 54 years","Males",":",""
"2018","North Macedonia","Cumulative difference from 2008, in thousands","From 25 to 54 years","Females",":",""
"2018","North Macedonia","Cumulative difference from 2008, in thousands","55 years or over","Total",":",""
"2018","North Macedonia","Cumulative difference from 2008, in thousands","55 years or over","Males",":",""
"2018","North Macedonia","Cumulative difference from 2008, in thousands","55 years or over","Females",":",""
"2018","North Macedonia","Thousand persons","Total","Total","854",""
"2018","North Macedonia","Thousand persons","Total","Males","428",""
"2018","North Macedonia","Thousand persons","Total","Females","426",""
"2018","North Macedonia","Thousand persons","Less than 16 years","Total","165",""
"2018","North Macedonia","Thousand persons","Less than 16 years","Males","87",""
"2018","North Macedonia","Thousand persons","Less than 16 years","Females","78",""
"2018","North Macedonia","Thousand persons","From 16 to 24 years","Total","111",""
"2018","North Macedonia","Thousand persons","From 16 to 24 years","Males","60",""
"2018","North Macedonia","Thousand persons","From 16 to 24 years","Females","52",""
"2018","North Macedonia","Thousand persons","From 25 to 54 years","Total","369",""
"2018","North Macedonia","Thousand persons","From 25 to 54 years","Males","187",""
"2018","North Macedonia","Thousand persons","From 25 to 54 years","Females","182",""
"2018","North Macedonia","Thousand persons","55 years or over","Total","209",""
"2018","North Macedonia","Thousand persons","55 years or over","Males","95",""
"2018","North Macedonia","Thousand persons","55 years or over","Females","114",""
"2018","North Macedonia","Percentage","Total","Total","41.1",""
"2018","North Macedonia","Percentage","Total","Males","41.2",""
"2018","North Macedonia","Percentage","Total","Females","41.1",""
"2018","North Macedonia","Percentage","Less than 16 years","Total","45.3",""
"2018","North Macedonia","Percentage","Less than 16 years","Males","45.9",""
"2018","North Macedonia","Percentage","Less than 16 years","Females","44.8",""
"2018","North Macedonia","Percentage","From 16 to 24 years","Total","46.9",""
"2018","North Macedonia","Percentage","From 16 to 24 years","Males","48.9",""
"2018","North Macedonia","Percentage","From 16 to 24 years","Females","44.8",""
"2018","North Macedonia","Percentage","From 25 to 54 years","Total","40.0",""
"2018","North Macedonia","Percentage","From 25 to 54 years","Males","39.8",""
"2018","North Macedonia","Percentage","From 25 to 54 years","Females","40.1",""
"2018","North Macedonia","Percentage","55 years or over","Total","37.9",""
"2018","North Macedonia","Percentage","55 years or over","Males","36.4",""
"2018","North Macedonia","Percentage","55 years or over","Females","39.1",""
"2018","Serbia","Cumulative difference from 2008, in thousands","Total","Total",":",""
"2018","Serbia","Cumulative difference from 2008, in thousands","Total","Males",":",""
"2018","Serbia","Cumulative difference from 2008, in thousands","Total","Females",":",""
"2018","Serbia","Cumulative difference from 2008, in thousands","Less than 16 years","Total",":",""
"2018","Serbia","Cumulative difference from 2008, in thousands","Less than 16 years","Males",":",""
"2018","Serbia","Cumulative difference from 2008, in thousands","Less than 16 years","Females",":",""
"2018","Serbia","Cumulative difference from 2008, in thousands","From 16 to 24 years","Total",":",""
"2018","Serbia","Cumulative difference from 2008, in thousands","From 16 to 24 years","Males",":",""
"2018","Serbia","Cumulative difference from 2008, in thousands","From 16 to 24 years","Females",":",""
"2018","Serbia","Cumulative difference from 2008, in thousands","From 25 to 54 years","Total",":",""
"2018","Serbia","Cumulative difference from 2008, in thousands","From 25 to 54 years","Males",":",""
"2018","Serbia","Cumulative difference from 2008, in thousands","From 25 to 54 years","Females",":",""
"2018","Serbia","Cumulative difference from 2008, in thousands","55 years or over","Total",":",""
"2018","Serbia","Cumulative difference from 2008, in thousands","55 years or over","Males",":",""
"2018","Serbia","Cumulative difference from 2008, in thousands","55 years or over","Females",":",""
"2018","Serbia","Thousand persons","Total","Total","2,388",""
"2018","Serbia","Thousand persons","Total","Males","1,162",""
"2018","Serbia","Thousand persons","Total","Females","1,226",""
"2018","Serbia","Thousand persons","Less than 16 years","Total","380",""
"2018","Serbia","Thousand persons","Less than 16 years","Males","200",""
"2018","Serbia","Thousand persons","Less than 16 years","Females","180",""
"2018","Serbia","Thousand persons","From 16 to 24 years","Total","251",""
"2018","Serbia","Thousand persons","From 16 to 24 years","Males","134",""
"2018","Serbia","Thousand persons","From 16 to 24 years","Females","117",""
"2018","Serbia","Thousand persons","From 25 to 54 years","Total","960",""
"2018","Serbia","Thousand persons","From 25 to 54 years","Males","493",""
"2018","Serbia","Thousand persons","From 25 to 54 years","Females","467",""
"2018","Serbia","Thousand persons","55 years or over","Total","797",""
"2018","Serbia","Thousand persons","55 years or over","Males","334",""
"2018","Serbia","Thousand persons","55 years or over","Females","463",""
"2018","Serbia","Percentage","Total","Total","34.3",""
"2018","Serbia","Percentage","Total","Males","34.3",""
"2018","Serbia","Percentage","Total","Females","34.3",""
"2018","Serbia","Percentage","Less than 16 years","Total","35.4",""
"2018","Serbia","Percentage","Less than 16 years","Males","36.5",""
"2018","Serbia","Percentage","Less than 16 years","Females","34.4",""
"2018","Serbia","Percentage","From 16 to 24 years","Total","38.4",""
"2018","Serbia","Percentage","From 16 to 24 years","Males","39.5",""
"2018","Serbia","Percentage","From 16 to 24 years","Females","37.1",""
"2018","Serbia","Percentage","From 25 to 54 years","Total","34.2",""
"2018","Serbia","Percentage","From 25 to 54 years","Males","34.9",""
"2018","Serbia","Percentage","From 25 to 54 years","Females","33.4",""
"2018","Serbia","Percentage","55 years or over","Total","32.9",""
"2018","Serbia","Percentage","55 years or over","Males","30.8",""
"2018","Serbia","Percentage","55 years or over","Females","34.7",""
"2018","Turkey","Cumulative difference from 2008, in thousands","Total","Total",":",""
"2018","Turkey","Cumulative difference from 2008, in thousands","Total","Males",":",""
"2018","Turkey","Cumulative difference from 2008, in thousands","Total","Females",":",""
"2018","Turkey","Cumulative difference from 2008, in thousands","Less than 16 years","Total",":",""
"2018","Turkey","Cumulative difference from 2008, in thousands","Less than 16 years","Males",":",""
"2018","Turkey","Cumulative difference from 2008, in thousands","Less than 16 years","Females",":",""
"2018","Turkey","Cumulative difference from 2008, in thousands","From 16 to 24 years","Total",":",""
"2018","Turkey","Cumulative difference from 2008, in thousands","From 16 to 24 years","Males",":",""
"2018","Turkey","Cumulative difference from 2008, in thousands","From 16 to 24 years","Females",":",""
"2018","Turkey","Cumulative difference from 2008, in thousands","From 25 to 54 years","Total",":",""
"2018","Turkey","Cumulative difference from 2008, in thousands","From 25 to 54 years","Males",":",""
"2018","Turkey","Cumulative difference from 2008, in thousands","From 25 to 54 years","Females",":",""
"2018","Turkey","Cumulative difference from 2008, in thousands","55 years or over","Total",":",""
"2018","Turkey","Cumulative difference from 2008, in thousands","55 years or over","Males",":",""
"2018","Turkey","Cumulative difference from 2008, in thousands","55 years or over","Females",":",""
"2018","Turkey","Thousand persons","Total","Total",":",""
"2018","Turkey","Thousand persons","Total","Males",":",""
"2018","Turkey","Thousand persons","Total","Females",":",""
"2018","Turkey","Thousand persons","Less than 16 years","Total",":",""
"2018","Turkey","Thousand persons","Less than 16 years","Males",":",""
"2018","Turkey","Thousand persons","Less than 16 years","Females",":",""
"2018","Turkey","Thousand persons","From 16 to 24 years","Total",":",""
"2018","Turkey","Thousand persons","From 16 to 24 years","Males",":",""
"2018","Turkey","Thousand persons","From 16 to 24 years","Females",":",""
"2018","Turkey","Thousand persons","From 25 to 54 years","Total",":",""
"2018","Turkey","Thousand persons","From 25 to 54 years","Males",":",""
"2018","Turkey","Thousand persons","From 25 to 54 years","Females",":",""
"2018","Turkey","Thousand persons","55 years or over","Total",":",""
"2018","Turkey","Thousand persons","55 years or over","Males",":",""
"2018","Turkey","Thousand persons","55 years or over","Females",":",""
"2018","Turkey","Percentage","Total","Total",":",""
"2018","Turkey","Percentage","Total","Males",":",""
"2018","Turkey","Percentage","Total","Females",":",""
"2018","Turkey","Percentage","Less than 16 years","Total",":",""
"2018","Turkey","Percentage","Less than 16 years","Males",":",""
"2018","Turkey","Percentage","Less than 16 years","Females",":",""
"2018","Turkey","Percentage","From 16 to 24 years","Total",":",""
"2018","Turkey","Percentage","From 16 to 24 years","Males",":",""
"2018","Turkey","Percentage","From 16 to 24 years","Females",":",""
"2018","Turkey","Percentage","From 25 to 54 years","Total",":",""
"2018","Turkey","Percentage","From 25 to 54 years","Males",":",""
"2018","Turkey","Percentage","From 25 to 54 years","Females",":",""
"2018","Turkey","Percentage","55 years or over","Total",":",""
"2018","Turkey","Percentage","55 years or over","Males",":",""
"2018","Turkey","Percentage","55 years or over","Females",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","Total","Total",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","Total","Males",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","Total","Females",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","Less than 16 years","Total",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","Less than 16 years","Males",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","Less than 16 years","Females",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Total",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Males",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Females",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Total",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Males",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Females",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","55 years or over","Total",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","55 years or over","Males",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Cumulative difference from 2008, in thousands","55 years or over","Females",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","Total","Total",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","Total","Males",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","Total","Females",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","Less than 16 years","Total",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","Less than 16 years","Males",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","Less than 16 years","Females",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","From 16 to 24 years","Total",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","From 16 to 24 years","Males",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","From 16 to 24 years","Females",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","From 25 to 54 years","Total",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","From 25 to 54 years","Males",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","From 25 to 54 years","Females",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","55 years or over","Total",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","55 years or over","Males",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Thousand persons","55 years or over","Females",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","Total","Total",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","Total","Males",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","Total","Females",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","Less than 16 years","Total",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","Less than 16 years","Males",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","Less than 16 years","Females",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","From 16 to 24 years","Total",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","From 16 to 24 years","Males",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","From 16 to 24 years","Females",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","From 25 to 54 years","Total",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","From 25 to 54 years","Males",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","From 25 to 54 years","Females",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","55 years or over","Total",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","55 years or over","Males",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","55 years or over","Females",":",""
"2019","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","Total","Total",":",""
"2019","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","Total","Males",":",""
"2019","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","Total","Females",":",""
"2019","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","Less than 16 years","Total",":",""
"2019","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","Less than 16 years","Males",":",""
"2019","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","Less than 16 years","Females",":",""
"2019","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Total",":",""
"2019","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Males",":",""
"2019","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Females",":",""
"2019","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Total",":",""
"2019","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Males",":",""
"2019","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Females",":",""
"2019","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","55 years or over","Total",":",""
"2019","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","55 years or over","Males",":",""
"2019","European Union - 27 countries (from 2020)","Cumulative difference from 2008, in thousands","55 years or over","Females",":",""
"2019","European Union - 27 countries (from 2020)","Thousand persons","Total","Total",":",""
"2019","European Union - 27 countries (from 2020)","Thousand persons","Total","Males",":",""
"2019","European Union - 27 countries (from 2020)","Thousand persons","Total","Females",":",""
"2019","European Union - 27 countries (from 2020)","Thousand persons","Less than 16 years","Total",":",""
"2019","European Union - 27 countries (from 2020)","Thousand persons","Less than 16 years","Males",":",""
"2019","European Union - 27 countries (from 2020)","Thousand persons","Less than 16 years","Females",":",""
"2019","European Union - 27 countries (from 2020)","Thousand persons","From 16 to 24 years","Total",":",""
"2019","European Union - 27 countries (from 2020)","Thousand persons","From 16 to 24 years","Males",":",""
"2019","European Union - 27 countries (from 2020)","Thousand persons","From 16 to 24 years","Females",":",""
"2019","European Union - 27 countries (from 2020)","Thousand persons","From 25 to 54 years","Total",":",""
"2019","European Union - 27 countries (from 2020)","Thousand persons","From 25 to 54 years","Males",":",""
"2019","European Union - 27 countries (from 2020)","Thousand persons","From 25 to 54 years","Females",":",""
"2019","European Union - 27 countries (from 2020)","Thousand persons","55 years or over","Total",":",""
"2019","European Union - 27 countries (from 2020)","Thousand persons","55 years or over","Males",":",""
"2019","European Union - 27 countries (from 2020)","Thousand persons","55 years or over","Females",":",""
"2019","European Union - 27 countries (from 2020)","Percentage","Total","Total",":",""
"2019","European Union - 27 countries (from 2020)","Percentage","Total","Males",":",""
"2019","European Union - 27 countries (from 2020)","Percentage","Total","Females",":",""
"2019","European Union - 27 countries (from 2020)","Percentage","Less than 16 years","Total",":",""
"2019","European Union - 27 countries (from 2020)","Percentage","Less than 16 years","Males",":",""
"2019","European Union - 27 countries (from 2020)","Percentage","Less than 16 years","Females",":",""
"2019","European Union - 27 countries (from 2020)","Percentage","From 16 to 24 years","Total",":",""
"2019","European Union - 27 countries (from 2020)","Percentage","From 16 to 24 years","Males",":",""
"2019","European Union - 27 countries (from 2020)","Percentage","From 16 to 24 years","Females",":",""
"2019","European Union - 27 countries (from 2020)","Percentage","From 25 to 54 years","Total",":",""
"2019","European Union - 27 countries (from 2020)","Percentage","From 25 to 54 years","Males",":",""
"2019","European Union - 27 countries (from 2020)","Percentage","From 25 to 54 years","Females",":",""
"2019","European Union - 27 countries (from 2020)","Percentage","55 years or over","Total",":",""
"2019","European Union - 27 countries (from 2020)","Percentage","55 years or over","Males",":",""
"2019","European Union - 27 countries (from 2020)","Percentage","55 years or over","Females",":",""
"2019","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","Total","Total",":",""
"2019","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","Total","Males",":",""
"2019","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","Total","Females",":",""
"2019","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","Less than 16 years","Total",":",""
"2019","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","Less than 16 years","Males",":",""
"2019","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","Less than 16 years","Females",":",""
"2019","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Total",":",""
"2019","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Males",":",""
"2019","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Females",":",""
"2019","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Total",":",""
"2019","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Males",":",""
"2019","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Females",":",""
"2019","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","55 years or over","Total",":",""
"2019","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","55 years or over","Males",":",""
"2019","European Union - 28 countries (2013-2020)","Cumulative difference from 2008, in thousands","55 years or over","Females",":",""
"2019","European Union - 28 countries (2013-2020)","Thousand persons","Total","Total",":",""
"2019","European Union - 28 countries (2013-2020)","Thousand persons","Total","Males",":",""
"2019","European Union - 28 countries (2013-2020)","Thousand persons","Total","Females",":",""
"2019","European Union - 28 countries (2013-2020)","Thousand persons","Less than 16 years","Total",":",""
"2019","European Union - 28 countries (2013-2020)","Thousand persons","Less than 16 years","Males",":",""
"2019","European Union - 28 countries (2013-2020)","Thousand persons","Less than 16 years","Females",":",""
"2019","European Union - 28 countries (2013-2020)","Thousand persons","From 16 to 24 years","Total",":",""
"2019","European Union - 28 countries (2013-2020)","Thousand persons","From 16 to 24 years","Males",":",""
"2019","European Union - 28 countries (2013-2020)","Thousand persons","From 16 to 24 years","Females",":",""
"2019","European Union - 28 countries (2013-2020)","Thousand persons","From 25 to 54 years","Total",":",""
"2019","European Union - 28 countries (2013-2020)","Thousand persons","From 25 to 54 years","Males",":",""
"2019","European Union - 28 countries (2013-2020)","Thousand persons","From 25 to 54 years","Females",":",""
"2019","European Union - 28 countries (2013-2020)","Thousand persons","55 years or over","Total",":",""
"2019","European Union - 28 countries (2013-2020)","Thousand persons","55 years or over","Males",":",""
"2019","European Union - 28 countries (2013-2020)","Thousand persons","55 years or over","Females",":",""
"2019","European Union - 28 countries (2013-2020)","Percentage","Total","Total",":",""
"2019","European Union - 28 countries (2013-2020)","Percentage","Total","Males",":",""
"2019","European Union - 28 countries (2013-2020)","Percentage","Total","Females",":",""
"2019","European Union - 28 countries (2013-2020)","Percentage","Less than 16 years","Total",":",""
"2019","European Union - 28 countries (2013-2020)","Percentage","Less than 16 years","Males",":",""
"2019","European Union - 28 countries (2013-2020)","Percentage","Less than 16 years","Females",":",""
"2019","European Union - 28 countries (2013-2020)","Percentage","From 16 to 24 years","Total",":",""
"2019","European Union - 28 countries (2013-2020)","Percentage","From 16 to 24 years","Males",":",""
"2019","European Union - 28 countries (2013-2020)","Percentage","From 16 to 24 years","Females",":",""
"2019","European Union - 28 countries (2013-2020)","Percentage","From 25 to 54 years","Total",":",""
"2019","European Union - 28 countries (2013-2020)","Percentage","From 25 to 54 years","Males",":",""
"2019","European Union - 28 countries (2013-2020)","Percentage","From 25 to 54 years","Females",":",""
"2019","European Union - 28 countries (2013-2020)","Percentage","55 years or over","Total",":",""
"2019","European Union - 28 countries (2013-2020)","Percentage","55 years or over","Males",":",""
"2019","European Union - 28 countries (2013-2020)","Percentage","55 years or over","Females",":",""
"2019","European Union - 27 countries (2007-2013)","Cumulative difference from 2008, in thousands","Total","Total",":",""
"2019","European Union - 27 countries (2007-2013)","Cumulative difference from 2008, in thousands","Total","Males",":",""
"2019","European Union - 27 countries (2007-2013)","Cumulative difference from 2008, in thousands","Total","Females",":",""
"2019","European Union - 27 countries (2007-2013)","Cumulative difference from 2008, in thousands","Less than 16 years","Total",":",""
"2019","European Union - 27 countries (2007-2013)","Cumulative difference from 2008, in thousands","Less than 16 years","Males",":",""
"2019","European Union - 27 countries (2007-2013)","Cumulative difference from 2008, in thousands","Less than 16 years","Females",":",""
"2019","European Union - 27 countries (2007-2013)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Total",":",""
"2019","European Union - 27 countries (2007-2013)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Males",":",""
"2019","European Union - 27 countries (2007-2013)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Females",":",""
"2019","European Union - 27 countries (2007-2013)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Total",":",""
"2019","European Union - 27 countries (2007-2013)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Males",":",""
"2019","European Union - 27 countries (2007-2013)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Females",":",""
